item_id,title,brand,product_type,bullet_points,color,material,item_dimensions,defect,defect_type,quality_score
B078H8BB11,"Amazon Brand - 206 Collective Men's Maxelton Slip On Dress Loafer, Black Leather, 9 D US",206 Collective,SHOES,This slip-on loafer features twin goring at the tongue and padded collar,Black Leather,Leather,,0,none,100.0
B08569VJTB_DEFECT,Amazon Brand - Solimo Designer Random UV Printed Soft Back Case Mobile Cover for Gionee X1,Amazon Brand - Solimo,OFFICE_PRODUCTS,"Snug fit for Gionee X1, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,1,category_mismatch,55.2
B083NYNWMP,Amazon Brand - Solimo Designer Multicolor Cartoon Printed Soft Back Case Mobile Cover for Samsung Galaxy M21 / M30s,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,,,0,none,100.0
B081HN9MJ9_DEFECT,Amazon Brand - Solimo Designer Blue Pattern Alphabet-F 3D Printed Hard Back Case Mobile Cover for Nokia 6 (2018),,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",,,,1,missing_attribute,59.7
B07T2HXL3P,Amazon Brand - Solimo Designer Waterfall 3D Printed Hard Back Case Mobile Cover for Microsoft Lumia 540,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Microsoft Lumia 540,Others,,,0,none,100.0
B0853WXDYR_DEFECT,Amazon Brand - Solimo Designer Stone Heart UV Printed Soft Back Case Mobile Cover for Gionee X1S - Amazon Brand - Solimo Designer Stone Heart UV Printed Soft Back Case Mobile Cover for Gionee X1S,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Gionee X1S, with perfect cut-outs for volume buttons, audio and charging ports Snug fit for Gionee X1S, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,1,duplicate,77.9
B07TG3FMGB_DEFECT,Amazon Brand - Solimo Designer Daddy's Girl in Glitter Pattern 3D Printed Hard Back Case Mobile Cover for Vivo V3,Amazon Brand - Solimo,BEAUTY,3D Printed Hard Back Case Mobile Cover for Vivo V3,Others,,,1,category_mismatch,54.0
B07T14Y1YD_DEFECT,Amazon Brand - Solimo Designer Multicolor Color Splsh 3D Printed Hard Back Case Mobile Cover for Micromax Canvas Fire 4 A107,Amazon Brand - Solimo,KITCHEN,3D Printed Hard Back Case Mobile Cover for Micromax Canvas Fire 4 A107,Others,,,1,category_mismatch,42.8
B07RC7N4PC,Amazon Brand - Solimo Designer Moon Printed Hard Back Case Mobile Cover for Apple iPhone 6S / 6 (D1279),Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Apple iPhone 6S / 6, with perfect cutouts for volume buttons, audio & charging ports",multi-colored,,,0,none,100.0
B081HM4615,Amazon Brand - Solimo Designer Blue Pattern Alphabet-B 3D Printed Hard Back Case Mobile Cover for Oppo A5 (2020),Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,Plastic,,0,none,100.0
B0856B9SX2,Amazon Brand - Solimo Designer Sunshade UV Printed Soft Back Case Mobile Cover for Samsung Galaxy M40,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Samsung Galaxy M40, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,0,none,100.0
B084BH9HBK,Amazon Brand - Solimo Designer Multicolor Leather Pattern Printed Soft Back Case Mobile Cover for Oppo F11 Pro,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,Plastic,,0,none,100.0
B0853XFNV6_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Vivo Y91i, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Plastic,,1,truncated_title,56.9
B08541R6FX,Amazon Brand - Solimo Designer Peacock Feather UV Printed Soft Back Case Mobile Cover for Infinix Hot 8,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Infinix Hot 8, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,0,none,100.0
B07ZD4357R_DEFECT,"AmazonBasics 70 GSM A4 Multi-purpose Copier Paper Box (5 Reams, 2500 sheets)",,PRINT_COPY_PAPER,"70 GSM A4 multi-purpose 2,500 sheets of copier paper for your home and office copying and printing needs",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 8.89762}, 'unit': 'millimeters', 'value': 226}, 'length': {'normalized_value': {'unit': 'inches', 'value': 12.16533}, 'unit': 'millimeters', 'value': 309}, 'width': {'normalized_value': {'unit': 'inches', 'value': 10.78738}, 'unit': 'millimeters', 'value': 274}}",1,missing_attribute,50.8
B07MWW4CVX,"Amazon Brand - 206 Colectivo Carla Zapatillas Casuales con Cordones para Mujer, Lona Blanca, 11 M US",206 Collective,SHOES,Esta zapatilla casual con cordones cuenta con un diseño clásico.,Lienzo Blanco,,,0,none,100.0
B07XY2N444,Amazon Brand - Solimo Designer Shivaji 3D Printed Hard Back Case Mobile Cover for Asus Zenfone Max Pro M1,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",Multi-colored,Plastic,,0,none,100.0
B0824BN7ZW_DEFECT,Amazon Brand - Solimo Eyebrow Tweezer (2N),Amazon Brand - Solimo,KITCHEN,प्रीमियम क्वालिटी मटीरियल से बना है,,,,1,category_mismatch,42.4
B08563T1PX_DEFECT,Amazon Brand - Solimo Designer Multicolor Heart Wooden Design Printed Soft Back Case Mobile Cover for Poco X2 / Xiaomi Redmi K30,Amazon Brand - Solimo,CLOTHING,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,,,1,category_mismatch,51.9
B07TCPTP8J,"AmazonCommercial 13G - Guanti rivestiti in poliestere e poliuretano, taglia XL, 12 paia",AmazonBasics,SAFETY_SUPPLY,,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.28}, 'unit': 'inches', 'value': 0.28}, 'length': {'normalized_value': {'unit': 'inches', 'value': 9.84}, 'unit': 'inches', 'value': 9.84}, 'width': {'normalized_value': {'unit': 'inches', 'value': 4.3}, 'unit': 'inches', 'value': 4.3}}",0,none,100.0
B07TD9949B,Amazon Brand - Solimo Designer Golden Pairs 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy J2 (2016),Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Samsung Galaxy J2 (2016),Others,,,0,none,100.0
B07SYJ8KBL_DEFECT,Amazon Brand - Solimo Designer Heart Texture on Glitters 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Core 2 G355H - Amazon Brand - Solimo Designer Heart Texture on Glitters 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Core 2 G355H,,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Core 2 G355H 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Core 2 G355H,Others,,,1,duplicate,59.5
B07TBV4F8H,Amazon Brand - Solimo Designer Cups and Tea Pot 3D Printed Hard Back Case Mobile Cover for Lenovo ZUK Z2,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Lenovo ZUK Z2,Others,,,0,none,100.0
B081HNQS3N,Amazon Brand - Solimo Designer Eiffel Tower 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi 8A,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,Plastic,,0,none,100.0
B074QYCB7V,"AmazonBasics - rolgordijn met dubbele laag, 80 x 150 cm",AmazonBasics,WINDOW_SHADE,Doppellagiger Fensterrollo für mehr Privatsphäre und vollständige Abdunkelung; mit Kettenzug für ein einfaches Verstellen,Creme,Stoff,"{'height': {'normalized_value': {'unit': 'inches', 'value': 29.921259812}, 'unit': 'centimeters', 'value': 76}, 'length': {'normalized_value': {'unit': 'inches', 'value': 59.05511805}, 'unit': 'centimeters', 'value': 150}, 'width': {'normalized_value': {'unit': 'inches', 'value': 0.97}, 'unit': 'inches', 'value': 0.97}}",0,none,100.0
B07T2C11GY_DEFECT,Amazon Brand - Solimo Designer Black Girl Magic 3D Printed Hard Back Case Mobile Cover for Asus Zenfone 2 Laser ZE601KL,Amazon Brand - Solimo,CLOTHING,3D Printed Hard Back Case Mobile Cover for Asus Zenfone 2 Laser ZE601KL,Others,,,1,category_mismatch,46.2
B0857LB5GX_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Lyf Water 9, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,1,truncated_title,59.3
B07T6T55MH,Amazon Brand - Solimo Designer MultiColur Blocks 3D Printed Hard Back Case Mobile Cover for LG Nexus 5X,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for LG Nexus 5X,others,,,0,none,100.0
B07TB534SD_DEFECT,Amazon Brand - Solimo Designer Randam Multicolor Fall 3D Printed Hard Back Case Mobile Cover for Vivo V1 Max,Amazon Brand - Solimo,HOME_FURNITURE,3D Printed Hard Back Case Mobile Cover for Vivo V1 Max,Others,,,1,category_mismatch,56.7
B08DKRDNHN_DEFECT,[Amazonブランド] Umi.(ウミ)窓用ガラスフィルム,UMI,HOME,【マジックミラー機能・めかくし・プライバシー保護】 目隠しフィルムを窓ガラスの上から貼るだけで、明るさを保ちつつ手軽にプライバシーの保護ができます。（マジックミラー：暗い側からは見えて、明るい側からは鏡のように見えるフィルムと言います）,ブルーシルバー,,,1,truncated_title,57.3
B07VZPRM3M_DEFECT,"AmazonBasics Hanging Basket for Wall Grid Panel, Black - AmazonBasics Hanging Basket for Wall Grid Panel, Black",AmazonBasics,OFFICE_PRODUCTS,"AmazonBasics Hanging Basket for Wall Grid Panel, Black AmazonBasics Hanging Basket for Wall Grid Panel, Black",Black,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 5.91}, 'unit': 'inches', 'value': 5.91}, 'length': {'normalized_value': {'unit': 'inches', 'value': 12.99}, 'unit': 'inches', 'value': 12.99}, 'width': {'normalized_value': {'unit': 'inches', 'value': 3.94}, 'unit': 'inches', 'value': 3.94}}",1,duplicate,75.2
B07D2KP663,"Rivet Vintage Book Art Peace 18 x 24, Black Frame-P",Rivet,HOME,,,,,0,none,100.0
B07B4MG9H2,Stone & Beam Andover 슬립커버 시트 컬렉션,Stone & Beam,HOME_FURNITURE_AND_DECOR,"Complete your living space with this stylish sofa-chaise sectional. With its linen-colored upholstery, this sectional is an ideal accent for transitional-style home decor. The solid-wood frame is stable, and reversible cushions enhance durability and extend this sectional’s life.",아이보리,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 41}, 'unit': 'inches', 'value': 41}, 'length': {'normalized_value': {'unit': 'inches', 'value': 88}, 'unit': 'inches', 'value': 88}, 'width': {'normalized_value': {'unit': 'inches', 'value': 31}, 'unit': 'inches', 'value': 31}}",0,none,100.0
B0819FN54H,"AmazonBasics – Bombilla LED equivalente a no regulable, 10.000 horas de vida útil, A19 (enchapada)",AmazonBasics,LIGHT_BULB,,Blanco Suave,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 4.13}, 'unit': 'inches', 'value': 4.13}, 'length': {'normalized_value': {'unit': 'inches', 'value': 2.37}, 'unit': 'inches', 'value': 2.37}, 'width': {'normalized_value': {'unit': 'inches', 'value': 2.37}, 'unit': 'inches', 'value': 2.37}}",0,none,100.0
B07YFGXR5C,"Concept 3 by Skechers Tenis de Control para Mujer, Gris, 9.5",Concept 3 by Skechers,SHOES,Parte superior de tela de microfibra suave y limpia con acabado de textura de nubuck.,gris,,,0,none,100.0
B08569XTH2,Amazon Brand - Solimo Designer Papa's Princess 3D Printed Hard Back Case Mobile Cover for Oppo A91,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Oppo A91, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Plastic,,0,none,100.0
B07TC69BCZ,Amazon Brand - Solimo Designer Farm Photography 3D Printed Hard Back Case Mobile Cover for Coolpad Note 3 Lite,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Coolpad Note 3 Lite,Others,,,0,none,100.0
B0854LVJCF,Amazon Brand - Solimo Designer Sperking Stars UV Printed Soft Back Case Mobile Cover for Motorola Moto G6 Plus,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Motorola Moto G6 Plus, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,0,none,100.0
B07MBFDHRY,"Amazon Brand – Ravenna Home 三叶草图案陶瓷花园凳子或边桌,40.64 厘米高,灰色",Ravenna Home,TABLE,13.5 英寸宽 x 13.5 英寸深 x 16 英寸高,灰色,陶瓷,"{'height': {'normalized_value': {'unit': 'inches', 'value': 16}, 'unit': 'inches', 'value': 16}, 'length': {'normalized_value': {'unit': 'inches', 'value': 13}, 'unit': 'inches', 'value': 13}, 'width': {'normalized_value': {'unit': 'inches', 'value': 13}, 'unit': 'inches', 'value': 13}}",0,none,100.0
B07BDYPL2B_DEFECT,Amazon Brand - Symbol Men's Blue Sneakers-11 (AZ-YS-198 A),,SHOES,Material: Polyester,,,,1,missing_attribute,56.6
B0853X5JQY_DEFECT,Amazon Brand - Solimo Designer Stars UV Printed Soft Back Case Mobile Cover for Micromax Canvas 2 Q4310,Amazon Brand - Solimo,CLOTHING,"Snug fit for Micromax Canvas 2 Q4310, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,1,category_mismatch,41.1
B0142RWTDC,"Sixth & Love Women's Quilted Ankle Bootie, Wine, 9 M US",Sixth & Love,SHOES,9 B(M) US,Wine,,,0,none,100.0
B07YFGQSDX_DEFECT,"Concept 3 by Skechers Beyond Fresh Zapatillas de Moda con Cordones para Mujer, Blanco/Plateado, 7",Concept 3 by Skechers,KITCHEN,Parte superior sintética suave con paneles de malla con acabado metálico brillante en los lados y la lengua.,Blanco/Plateado,,,1,category_mismatch,59.8
B07DC4S1JH_DEFECT,"AmazonBasics 32 Oz Bottle Label, Air Freshener Refill, Lavender, 10-Pack",Amazon Basics,CLOTHING,"32 oz bottle label for AmazonBasics Air Freshener Refill, Lavender",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.25}, 'unit': 'inches', 'value': 0.25}, 'length': {'normalized_value': {'unit': 'inches', 'value': 6}, 'unit': 'inches', 'value': 6}, 'width': {'normalized_value': {'unit': 'inches', 'value': 8}, 'unit': 'inches', 'value': 8}}",1,category_mismatch,52.2
B07TMNVPBN_DEFECT,Amazon Brand - Symactive Men's Light Grey Running Shoes-9 UK (SYM-SS-036A),,SHOES,आउटर मटीरियल: मेश,,,,1,missing_attribute,37.5
B085119B1Z,Amazon Brand - Solimo Designer Multicolor Canvas Paint 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M21,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Samsung Galaxy M21, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Plastic,,0,none,100.0
B08569N9ZX_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Samsung Galaxy A7 (2016), with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,1,truncated_title,65.1
B085699LY7,Amazon Brand - Solimo Designer Lady Vector N 3D Printed Hard Back Case Mobile Cover for Vivo S1 Pro,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Vivo S1 Pro, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Plastic,,0,none,100.0
B07Q1CMGFW_DEFECT,AmazonBasics Cut-Pile Polypropylene Commercial Carpet Vinyl-Backed Mat 3x5 Beige - AmazonBasics Cut-Pile Polypropylene Commercial Carpet Vinyl-Backed Mat 3x5 Beige,AmazonBasics,JANITORIAL_SUPPLY,Cut-pile carpet mat with vinyl backing for commercial or home use Cut-pile carpet mat with vinyl backing for commercial or home use,Beige,Rubber,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.375}, 'unit': 'inches', 'value': 0.375}, 'length': {'normalized_value': {'unit': 'inches', 'value': 60}, 'unit': 'inches', 'value': 60}, 'width': {'normalized_value': {'unit': 'inches', 'value': 36}, 'unit': 'inches', 'value': 36}}",1,duplicate,65.3
B06WRMZ6KX_DEFECT,"Amazon Brand - Solimo 100% కాటన్ కిచెన్ ఆప్రాన్ మరియు ఓవెన్ గ్లోవ్ సెట్, పైస్లీ (ఆకుపచ్చ) - Amazon Brand - Solimo 100% కాటన్ కిచెన్ ఆప్రాన్ మరియు ఓవెన్ గ్లోవ్ సెట్, పైస్లీ (ఆకుపచ్చ)",,HOME_BED_AND_BATH,కిచెన్ ఆప్రాన్ వంటగది చిందులు మరియు మరకల నుండి మంచి కవరేజీని అందిస్తుంది కిచెన్ ఆప్రాన్ వంటగది చిందులు మరియు మరకల నుండి మంచి కవరేజీని అందిస్తుంది,ఆకుపచ్చ,పత్తి,,1,duplicate,55.3
B07S74D9T7_DEFECT,AmazonBasics 亚马逊倍思 可调节扬声器支架,AmazonBasics,SOFA,三脚架扬声器支架，便于设置扬声器；非常适合在舞台、工作室或家里使用,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 37.95}, 'unit': 'inches', 'value': 37.95}, 'length': {'normalized_value': {'unit': 'inches', 'value': 4.53}, 'unit': 'inches', 'value': 4.53}, 'width': {'normalized_value': {'unit': 'inches', 'value': 4.53}, 'unit': 'inches', 'value': 4.53}}",1,category_mismatch,58.8
B085DGHJQG,Amazon Brand 206 Collective Harrison Robe à bout fendu pour homme Oxford,206 Collective,SHOES,Un bout fendu et un quart propre apportent un style distinctif à cette chaussure en cuir Oxford.,,Cuir,,0,none,100.0
B07HCSTTZX,[Amazon Collection] Amazon Collection 铂金 透明标记 密码切割 方晶锆石手链、长20.3 cm 手链 JEB00025_121CL8ZQD00,Amazon Collection(アマゾンコレクション),BRACELET,方晶锆石(CZ),カラー-クリア,,,0,none,100.0
B0857KZYQ6,Amazon Brand - Solimo Designer Girl Boss On Wood UV Printed Soft Back Case Mobile Cover for Mi Redmi Y2,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mi Redmi Y2, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,0,none,100.0
B07T2K47B2_DEFECT,Amazon Brand - Solimo Designer Solar System 3D Printed Hard Back Case Mobile Cover for Apple iPhone 5C,Amazon Brand - Solimo,OFFICE_PRODUCTS,3D Printed Hard Back Case Mobile Cover for Apple iPhone 5C,Others,,,1,category_mismatch,42.7
B07D7NDYW6,"Marchio Amazon - Amfit Nutrition Mix di proteine Whey del siero di latte gusto menta e cioccolato, 32 porzioni, 990 g",Amfit Nutrition,PROTEIN_SUPPLEMENT_POWDER,"31 g di mix proteico al siero di latte Amfit Performance contengono 4 g di glutammina e 5,5 g di amminoacidi ramificati (BCAA)",Menta E Cioccolato,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 11.4173}, 'unit': 'millimeters', 'value': 290}, 'length': {'normalized_value': {'unit': 'inches', 'value': 9.4488}, 'unit': 'millimeters', 'value': 240}, 'width': {'normalized_value': {'unit': 'inches', 'value': 0.7874}, 'unit': 'millimeters', 'value': 20}}",0,none,100.0
B07TG4VZ6M,Amazon Brand - Solimo Designer Pink Flower Banch Print On Cloth 3D Printed Hard Back Case Mobile Cover for InFocus M350,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for InFocus M350,Others,,,0,none,100.0
B0856BYGBH,Amazon Brand - Solimo Designer Colored Paris UV Printed Soft Back Case Mobile Cover for Lenovo A6600,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Lenovo A6600, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,0,none,100.0
B07THV4NVV_DEFECT,"AmazonBasics Music Case Pack, Oval Xylophone, Pineapple Maraca, Solid Drum, Concentina, Percussion-Clapper",AmazonBasics,BEAUTY,Set of musical instrument toys for kids that help develop auditory music skills,,rubber wood,"{'height': {'normalized_value': {'unit': 'inches', 'value': 18.08}, 'unit': 'inches', 'value': 18.08}, 'length': {'normalized_value': {'unit': 'inches', 'value': 27.25}, 'unit': 'inches', 'value': 27.25}, 'width': {'normalized_value': {'unit': 'inches', 'value': 33.7}, 'unit': 'inches', 'value': 33.7}}",1,category_mismatch,52.1
B0721TS2QS_DEFECT,"Wickedly Prime Trail Mix, Cherry Fest, Snack Pack, 2 Ounce (Pack of 15)",,ELECTRONICS,Fifteen 2-ounce snack packs,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 4}, 'unit': 'inches', 'value': 4}, 'length': {'normalized_value': {'unit': 'inches', 'value': 12}, 'unit': 'inches', 'value': 12}, 'width': {'normalized_value': {'unit': 'inches', 'value': 11}, 'unit': 'inches', 'value': 11}}",1,category_mismatch,36.8
B07CJQBDHJ,"Amazon Brand - Solimo Sunburn Relief Gel with Aloe Vera, Lidocaine, and Menthol, 8 Fluid Ounce",Solimo,SKIN_MOISTURIZER,Includes one 8 fluid ounce bottle of sunburn relief aloe vera gel,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 6.22}, 'unit': 'inches', 'value': 6.22}, 'length': {'normalized_value': {'unit': 'inches', 'value': 1.71}, 'unit': 'inches', 'value': 1.71}, 'width': {'normalized_value': {'unit': 'inches', 'value': 2.92}, 'unit': 'inches', 'value': 2.92}}",0,none,100.0
B07TG4TK6Z,Amazon Brand - Solimo Designer Lady Vectors 3D Printed Hard Back Case Mobile Cover for Micromax Canvas Juice 3Plus Q394,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Micromax Canvas Juice 3Plus Q394,Others,Canvas,,0,none,100.0
B07TG4TKJ1_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Lenovo K6 Note,Others,,,1,truncated_title,55.3
B07TG4W71Y,Amazon Brand - Solimo Designer White Tiger 3D Printed Hard Back Case Mobile Cover for Apple iPhone X (Logo Cut),Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Apple iPhone X (Logo Cut),Others,,,0,none,100.0
B073P5V3BJ_DEFECT,"Amazon Brand – Stone & Beam Boho Blue 3-Tile Wall Art Tryptych II, Beige Frame, 25.5"" x 57.5""",Stone & Beam,SOFA,A variety of patterns and even some Moroccan-style themes are captures in this print of three blue tiles. Neutral blue and grey tones are accented by a light beige frame for a look that will work with most any style room.,Blue,Paper,"{'height': {'normalized_value': {'unit': 'inches', 'value': 1.25}, 'unit': 'inches', 'value': 1.25}, 'length': {'normalized_value': {'unit': 'inches', 'value': 57.5}, 'unit': 'inches', 'value': 57.5}, 'width': {'normalized_value': {'unit': 'inches', 'value': 25.5}, 'unit': 'inches', 'value': 25.5}}",1,category_mismatch,51.9
B072C5WNZF,"Stone & Beam 传统皇家地毯, 聚丙烯, 蓝绿色",Stone & Beam,RUG,100% Polypropylene,블루,聚丙烯,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.5}, 'unit': 'inches', 'value': 0.5}, 'length': {'normalized_value': {'unit': 'inches', 'value': 87.0}, 'unit': 'inches', 'value': 87.0}, 'width': {'normalized_value': {'unit': 'inches', 'value': 63.0}, 'unit': 'inches', 'value': 63.0}}",0,none,100.0
B07CTN98BN_DEFECT,"FIND - Deep Forest - Trio di ombretti (n.10, n.11, n.12)",,EYELID_COLOR,"Contenuto della confezione: 3 x ombretti (n.10, n.11, n.12)",,,,1,missing_attribute,59.9
B08BKKR9KQ,"(Renewed) AmazonBasics Shower Adjustable -Length Curtain Tension Rod - 54-90"", Chrome",AmazonBasics,HOME,This Certified Refurbished product is tested to work and look like new with minimal to no signs of wear & tear; the product comes with relevant accessories and is backed by a minimum six month supplier backed warranty; box may be generic,Chrome,Others,"{'height': {'normalized_value': {'unit': 'inches', 'value': 1.4}, 'unit': 'inches', 'value': 1.4}, 'length': {'normalized_value': {'unit': 'inches', 'value': 90}, 'unit': 'inches', 'value': 90}, 'width': {'normalized_value': {'unit': 'inches', 'value': 1.4}, 'unit': 'inches', 'value': 1.4}}",0,none,100.0
B07R7BHNB9,"CARE OF by PUMA Men’s Leather Low-Top Trainers, White, US 11.5",CARE OF by PUMA,SHOES,"Amazon a collaboré avec Puma pour offrir une nouvelle collection Comfort First AthLeisure Collection, en associant les connaissances des clients d'Amazon et l'expertise des produits Puma.",White (White),,,0,none,100.0
B07HP9MV6N_DEFECT,Vita Essentials,Vita Essentials,NUTRITIONAL_SUPPLEMENT,Contains 9% Gamma-Linoleic Acid,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 9}, 'unit': 'inches', 'value': 9}, 'length': {'normalized_value': {'unit': 'inches', 'value': 5}, 'unit': 'inches', 'value': 5}, 'width': {'normalized_value': {'unit': 'inches', 'value': 7}, 'unit': 'inches', 'value': 7}}",1,truncated_title,70.0
B012SZZQVW,"Platinum-Plated Sterling Silver Antique Rings set made with Swarovski Zirconia, Size 9",Amazon Collection,FINERING,Two-piece ring set with Swarovski Zirconia on half-eternity band and flanking large round brilliant cut center stone,White,,,0,none,100.0
B07TH3CC7S,Amazon Brand - Solimo Designer Foot Impression 3D Printed Hard Back Case Mobile Cover for Vivo Y53,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Vivo Y53,Others,,,0,none,100.0
B082BGGBR1_DEFECT,AmazonBasics Hard,AmazonBasics,HOME,,,,,1,truncated_title,58.3
B075T3N8RH,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),Amazon Brand - Symbol,SHOES,Outer Material: Leather,Black,Leather,,0,none,100.0
B079TH48YW_DEFECT,Amazon Brand - Symbol Men's Black Leather Loafers-8 UK/India (42 EU) (AZ-OM-234A),,SHOES,मटीरियल टाइप: लेदर,,,,1,missing_attribute,57.2
B0853X1DWZ,Amazon Brand - Solimo Designer Half Fill 3D Printed Hard Back Case Mobile Cover for Huawei Honor 9 Lite,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Huawei Honor 9 Lite, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Plastic,,0,none,100.0
B07XDYLLFC,Chadstone పురుషుల Ch 122 లోఫర్లు - నలుపు - 9 uk,Chadstone,SHOES,బయటి మెటీరియల్: సింథటిక్ లెదర్,నలుపు,,,0,none,100.0
B071NHXGFY_DEFECT,Amazon Brand,,HOME,"The simple keyhole loop at the top of this round mirrors adds a delicate style detail. Its clean, silver finish allows it to blend with your existing décor.",Glass,Silver,"{'height': {'normalized_value': {'unit': 'inches', 'value': 1.0}, 'unit': 'inches', 'value': 1.0}, 'length': {'normalized_value': {'unit': 'inches', 'value': 29.0}, 'unit': 'inches', 'value': 29.0}, 'width': {'normalized_value': {'unit': 'inches', 'value': 23.5}, 'unit': 'inches', 'value': 23.5}}",1,truncated_title,39.6
B085C4BRG5,UMI by Amazon Dog Cat Food Bowl Feeding Water Holder Double Stainless Steel Bowls Drinking Station Two Removable Dual Bowls,UMI,PET_SUPPLIES,,,,,0,none,100.0
